"Cidade","UF","Pais","Email","Tel","DTNASC","CPF","GUID","Latitude","Longitude","TIPOSANGUINEO","ID","Nome","Sexo"
"Porto Alegre","RS","BR","RodrigoSantosFernandes@fleckens.hu","(51) 6347-4305","5/15/1978","350.966.798-02","1b553c6a-12b9-4575-955e-315550fe657d","-30.151898","-51.107062","O+","121","Rodrigo S Fernandes","2"
"Foz do Iguaçu","PR","BR","LauraDiasGoncalves@fleckens.hu","(45) 6735-3627","7/8/1966","118.381.369-40","be71ca16-47fe-4bdc-a662-5e621609d12a","-25.449837","-54.518245","O+","122","Laura D Goncalves","1"
"Amparo","SP","BR","OtavioSantosFernandes@einrot.com","(19) 4170-9570","9/27/1979","783.227.833-10","23663c76-6ade-4299-8efc-6c587c651e5f","-22.626108","-46.827908","A+","123","Otávio S Fernandes","2"
"Uberlândia","MG","BR","CarlaAraujoRocha@jourrapide.com","(34) 3542-6399","2/1/1965","174.173.369-30","aed86b81-a143-4ff8-b21a-aa8cb5490d28","-19.120928","-48.369535","O+","124","Carla A Rocha","1"
"Fortaleza","CE","BR","KauaAlmeidaCardoso@einrot.com","(85) 4480-8654","11/1/1965","775.010.536-00","7f4c7aad-21eb-46da-9173-2356fc4e983a","-3.770485","-38.608661","A+","125","Kauã A Cardoso","2"
"Santa Rita","PB","BR","NicolasCardosoGomes@superrito.com","(83) 3134-4690","3/31/1965","999.638.211-70","c02f63fc-e6a2-4268-8252-5d6c6230c5e8","-7.190282","-35.013272","O+","126","Nicolas C Gomes","2"
"Anápolis","GO","BR","AnnaAzevedoGoncalves@rhyta.com","(62) 7343-2452","1/7/1991","422.689.305-05","638230af-13d3-47b2-8eae-e83f5f2fed1e","-16.355794","-48.947634","O+","127","Anna A Goncalves","1"
"Itajubá","MG","BR","EstevanOliveiraCunha@teleworm.us","(35) 6385-5414","4/14/1966","402.862.142-96","3f51658e-d2bc-4ee6-bde6-ef429ddf06bf","-22.392292","-45.498673","O+","128","Estevan O Cunha","2"
"Cuiabá","MT","BR","VictorMeloFerreira@cuvox.de","(65) 4797-2117","4/14/1963","977.592.256-95","fe2682d3-3f6b-4f4f-904a-281641b371a8","-15.368055","-55.91787","O+","129","Victor M Ferreira","2"
"Praia Grande","SP","BR","KauaCastroAlves@armyspy.com","(13) 9266-8015","8/22/1958","165.587.963-41","313bae47-4aa2-4d42-999a-7966606f0409","-23.979683","-46.53627","O+","130","Kaua C Alves","2"
"Teresina","PI","BR","SamuelFerreiraGomes@superrito.com","(86) 2520-8954","7/10/1955","437.382.477-00","45645855-0567-4c4f-abab-025632e8cf57","-5.376413","-42.854424","A+","131","Samuel F Gomes","2"
"Santo André","SP","BR","EmilyFernandesRocha@fleckens.hu","(11) 9917-6815","9/13/1995","941.744.558-80","2a9ce050-8710-43a0-9426-b907b419ef38","-23.817731","-46.514868","A+","132","Emily F Rocha","1"
"Araras","SP","BR","AmandaRibeiroRodrigues@cuvox.de","(19) 5587-4512","7/27/1988","561.346.059-05","8d3c212c-80d2-4714-a8ae-c04b52722f84","-22.221408","-47.370959","O+","133","Amanda R Rodrigues","1"
"Atibaia","SP","BR","ArthurAzevedoCavalcanti@teleworm.us","(11) 4270-8171","7/20/1965","429.243.002-07","82efe482-90b4-4c60-88dc-1a5ca6ae5aca","-23.084018","-46.502064","A+","134","Arthur A Cavalcanti","2"
"Duque de Caxias","RJ","BR","GuilhermeRodriguesGoncalves@gustr.com","(21) 7105-3319","8/5/1999","911.022.994-99","1e8cf675-7328-4fa0-ad95-1910e51f550d","-22.661401","-43.350453","A+","135","Guilherme R Goncalves","2"
"Ponta Grossa","PR","BR","RafaelPereiraCastro@einrot.com","(42) 5148-7879","9/16/1955","566.168.047-39","d2ddd002-164a-4f60-9f7f-eb06729ea992","-25.132445","-50.152382","B+","136","Rafael P Castro","2"
"Piracicaba","SP","BR","LuisRibeiroAlves@fleckens.hu","(19) 9327-4541","6/23/1973","999.490.229-67","aeb2d8ef-6fdf-405a-8bda-83c7605144a4","-22.674513","-47.74435","B+","137","Luís R Alves","2"
"Uberaba","MG","BR","KauaGomesFernandes@superrito.com","(34) 7923-7450","12/16/1994","450.798.051-88","30ad0013-8b70-4d0b-af3d-b757831bc806","-19.459199","-48.009662","B+","138","Kaua G Fernandes","2"
"Caxias do Sul","RS","BR","JuliaAraujoBarros@cuvox.de","(54) 4669-6887","3/8/1967","790.028.415-07","52c1c1ac-8ed5-40e9-9683-439663211954","-29.041638","-51.008946","O+","139","Júlia A Barros","1"
"São Paulo","SP","BR","TiagoOliveiraCardoso@cuvox.de","(11) 9796-7497","2/27/1992","630.845.960-77","ac26a545-4c36-464e-aa2a-ae1bd1fa80cf","-23.607808","-46.624619","O+","140","Tiago O Cardoso","2"
"Maceió","AL","BR","LuisAraujoGomes@rhyta.com","(82) 2151-4651","2/24/1992","197.579.872-47","cacab5fe-0e09-4ae0-ba28-e4c8471f10c0","-9.553981","-35.691238","O+","141","Luís A Gomes","2"
"Aparecida de Goiânia","GO","BR","RodrigoFernandesMelo@armyspy.com","(62) 3314-5769","5/10/1998","398.731.843-09","e7651b9f-a005-43f6-9b92-61788a7b34c1","-16.799569","-49.173802","O+","142","Rodrigo F Melo","2"
"Belo Horizonte","MG","BR","RafaelaDiasSantos@dayrep.com","(31) 8004-2483","3/8/1982","581.162.412-30","01900e60-0035-4a23-bd8e-a8d274d9f204","-19.807984","-44.037964","A+","143","Rafaela D Santos","1"
"Três Lagoas","MS","BR","ManuelaDiasFerreira@superrito.com","(67) 4061-3014","2/20/1958","160.785.571-22","a4000208-e210-4693-abfb-b7b07f86fd5e","-20.375185","-52.298955","B+","144","Manuela D Ferreira","1"
"Americana","SP","BR","LiviaAraujoCarvalho@gustr.com","(19) 7555-4257","8/15/1986","308.055.893-68","39649b4a-0e04-4943-bffb-a3c28203f364","-22.654591","-47.314041","O+","145","Livia A Carvalho","1"
"Paulista","PE","BR","KaiDiasGomes@teleworm.us","(81) 7167-2218","7/20/1936","749.769.577-05","34337301-f50b-473f-bf3c-a3a90a639648","-8.000918","-34.946524","O+","146","Kai D Gomes","2"
"Sertãozinho","SP","BR","ViniciusLimaAlmeida@rhyta.com","(16) 5351-3171","9/19/1962","664.294.439-90","86df8501-70b3-4483-9ea1-fad6f072e509","-21.104566","-48.083943","B+","147","Vinicius L Almeida","2"
"São Paulo","SP","BR","TomasMeloPinto@fleckens.hu","(11) 8991-9866","1/10/1938","367.123.107-68","9058f17c-c2d3-4282-8b3d-9556a4860d6d","-23.677138","-46.657193","O-","148","Tomás M Pinto","2"
"Itaquaquecetuba","SP","BR","VitorMartinsFerreira@jourrapide.com","(11) 7161-2393","8/3/1938","575.572.121-18","f7a9c16c-5c88-4bf2-8454-bb5f07ee07a2","-23.376856","-46.314938","B+","149","Vitór M Ferreira","2"
"São Paulo","SP","BR","MarcosPereiraCastro@fleckens.hu","(11) 2315-6076","10/17/1955","967.554.886-07","67697bc4-6db3-44bc-86ff-8968ee2c85c8","-23.63267","-46.539457","A+","150","Marcos P Castro","2"
"Itaguaí","RJ","BR","FernandaCostaSousa@dayrep.com","(21) 7004-9516","2/19/1985","221.056.017-90","f89f9246-813b-412d-bda6-7e4ec0a48c2c","-22.817741","-43.793164","A+","151","Fernanda C Sousa","1"
"Recife","PE","BR","KauaDiasRodrigues@fleckens.hu","(81) 6611-3858","8/10/1957","222.927.901-73","d4ed08f7-868f-4821-81b1-305ef7ab1eae","-7.966459","-34.988236","B+","152","Kauã D Rodrigues","2"
"Recife","PE","BR","JuliaSilvaCavalcanti@gustr.com","(81) 6651-2478","1/24/1953","795.417.925-70","f4b75efa-02ec-4b80-95a0-d5f47b878cfc","-8.034661","-34.984014","O-","153","Júlia S Cavalcanti","1"
"Joinville","SC","BR","TaniaCastroRocha@dayrep.com","(47) 6002-7368","5/17/1950","312.724.571-84","83bd4743-5dec-4b8d-b644-76968ae9fdb8","-26.18035","-49.047901","O+","154","Tânia C Rocha","1"
"Franca","SP","BR","CaioGoncalvesCardoso@jourrapide.com","(16) 7913-4805","3/22/1955","488.189.619-93","6aabc0b9-b415-4fd0-af65-6753bd08e680","-20.54732","-47.323437","A+","155","Caio G Cardoso","2"
"Francisco Morato","SP","BR","LaraAraujoCunha@superrito.com","(11) 6049-7015","1/18/1966","422.315.142-81","57b15689-5b7b-4e74-9f2c-227ea44fc7bb","-23.22528","-46.655707","B+","156","Lara A Cunha","1"
"Itaúna","MG","BR","LucasMartinsFerreira@dayrep.com","(37) 8490-9973","11/16/1950","488.841.564-16","10448df6-3853-4948-ae90-b5f211053af6","-19.992171","-44.530585","O+","157","Lucas M Ferreira","2"
"Maringá","PR","BR","LeonorDiasLima@fleckens.hu","(44) 6368-3534","11/28/1937","835.488.979-32","2e6e2c76-c5e7-4f9d-b80d-56deb7583fa3","-23.411345","-51.963434","B-","158","Leonor D Lima","1"
"Sorocaba","SP","BR","JulianDiasGoncalves@armyspy.com","(15) 6690-5853","2/6/1967","714.461.356-16","62ea1911-6bd8-4880-a270-8f122fa6d34d","-23.538967","-47.490215","O+","159","Julian D Goncalves","2"
"Rio de Janeiro","RJ","BR","ManuelaAlvesLima@einrot.com","(21) 2206-7742","10/30/1953","384.109.231-49","db4c9232-61ed-4614-b813-e76f9011ec91","-22.860519","-43.358396","A-","160","Manuela A Lima","1"
"Várzea Grande","MT","BR","ThaisBarrosCardoso@superrito.com","(65) 6478-8797","10/16/1979","279.599.600-62","434e095f-f3c4-4eef-a2cb-e265ab8da259","-15.516575","-56.332464","O+","161","Thaís B Cardoso","1"
"São Caetano do Sul","SP","BR","DaniloCastroFerreira@einrot.com","(11) 7164-2629","11/19/1948","192.421.645-00","b1e78533-648c-4f8d-8367-306fef15cf85","-23.542135","-46.485225","B-","162","Danilo C Ferreira","2"
"São Gonçalo","RJ","BR","IsabelleMartinsSouza@superrito.com","(21) 4950-3983","6/3/1964","609.785.270-38","79154772-edfa-407e-ac58-ed60ea15c91c","-22.820101","-42.963334","AB+","163","Isabelle M Souza","1"
"Itaquaquecetuba","SP","BR","OtavioGomesAlves@fleckens.hu","(11) 9051-9183","5/11/1998","629.342.468-92","04c45f70-4345-4c66-bc1e-89b9da568ffe","-23.458466","-46.337799","O+","164","Otávio G Alves","2"
"Pelotas","RS","BR","BrenoCarvalhoRodrigues@teleworm.us","(53) 5928-7688","12/13/1972","437.891.263-57","56371226-4a7c-4662-80a7-ffce42e91cf8","-31.491304","-52.339331","O+","165","Breno C Rodrigues","2"
"Castanhal","PA","BR","TaniaSantosRodrigues@jourrapide.com","(91) 8454-7429","9/8/1961","863.339.064-76","eb2d506f-cb99-45d3-9c91-e9cca5d545c2","-1.273653","-47.813114","O+","166","Tânia S Rodrigues","1"
"Niterói","RJ","BR","IsabelaAraujoCorreia@rhyta.com","(21) 2620-5117","2/14/1985","441.108.811-88","2c50245b-e092-4d98-af90-60ef6946e960","-22.908249","-43.043269","AB+","167","Isabela A Correia","1"
"Juiz de Fora","MG","BR","LuanaCastroPinto@jourrapide.com","(32) 8068-2072","2/20/1935","125.835.391-16","eceb99a8-f90f-4c14-8192-e950b8993cf5","-21.822261","-43.361036","A+","168","Luana C Pinto","1"
"São Gonçalo","RJ","BR","KaiAlvesCunha@gustr.com","(21) 9243-9862","6/18/1965","510.091.029-15","47507a7a-b481-45ba-91e9-0be3d8eec165","-22.8538","-42.971364","O+","169","Kai A Cunha","2"
"Itapecerica da Serra","SP","BR","JuliaFernandesOliveira@armyspy.com","(11) 8689-3474","12/22/1941","555.629.369-41","19ff0098-a597-406f-a202-0e08007c8429","-23.705002","-46.929366","O+","170","Júlia F Oliveira","1"
"Rio de Janeiro","RJ","BR","BiancaSantosBarros@cuvox.de","(21) 5407-5761","1/5/1991","874.749.217-15","49c8b2f9-1837-4920-8971-4b9d67e59226","-22.860448","-43.237441","O+","171","Bianca S Barros","1"
"Ananindeua","PA","BR","BrunoSouzaPereira@einrot.com","(91) 8194-9395","5/14/1940","707.135.979-25","3b984bea-03f5-42ae-b77e-ca3b6740251f","-1.346139","-48.351839","O+","172","Bruno S Pereira","2"
"São Sebastião","DF","BR","EstevanAlvesSousa@cuvox.de","(61) 9142-3286","4/12/1963","584.428.040-72","d9a1f2aa-276d-4a38-a0d2-05440b3845bd","-28.245769","-49.196327","B+","173","Estevan A Sousa","2"
"Salvador","BA","BR","SarahSousaAlmeida@dayrep.com","(71) 5021-8392","7/5/1960","567.056.055-88","da61ff60-6a57-4350-aa5d-b690db26cc15","-12.959226","-38.404148","O+","174","Sarah S Almeida","1"
"São João Del Rei","MG","BR","LucasAraujoSantos@rhyta.com","(32) 7561-6910","8/28/1990","605.654.811-26","b747c096-d6cc-470d-acc7-89ef220cfc1a","-21.194005","-44.313661","A+","175","Lucas A Santos","2"
"Cruzeiro","DF","BR","RebecaPereiraSouza@jourrapide.com","(61) 8962-6002","8/14/1959","487.706.197-51","7776f857-95ad-4bd6-bb0f-000a8f143963","-25.56063","-49.257524","O+","176","Rebeca P Souza","1"
"São Paulo","SP","BR","YasminSouzaAlmeida@dayrep.com","(11) 4383-9735","11/25/1939","485.188.282-36","61c53d6a-f84f-4cba-8e60-d2aaa95b0f94","-23.716488","-46.653235","A+","177","Yasmin S Almeida","1"
"Francisco Morato","SP","BR","PedroDiasGomes@dayrep.com","(11) 9091-7704","3/30/1946","944.621.196-49","e923a537-e498-4b20-a486-e34ed2822ce7","-23.214794","-46.745207","B+","178","Pedro D Gomes","2"
"Salvador","BA","BR","TaniaSilvaFernandes@cuvox.de","(71) 4320-5204","11/1/1968","527.856.368-05","ea0539d7-60a8-49be-82e0-dff50bdffa7a","-12.85337","-38.449161","B+","179","Tânia S Fernandes","1"
"Duque de Caxias","RJ","BR","BeatriceLimaRodrigues@einrot.com","(21) 2808-7815","7/1/1950","252.356.847-02","36b63cd6-4cc9-4987-b866-254619f55537","-22.730124","-43.218056","O+","180","Beatrice L Rodrigues","1"
"São Carlos","SP","BR","EnzoCorreiaSantos@armyspy.com","(16) 7187-8748","6/5/1934","575.932.100-57","fa433421-a2c1-41f2-a16e-1b2b3de98d26","-21.935084","-47.936006","O+","181","Enzo C Santos","2"
"Recife","PE","BR","FelipeCorreiaCunha@rhyta.com","(81) 3946-2491","10/21/1965","401.866.654-31","e3ec1401-4afe-4120-80f2-444ed92485a7","-7.940603","-34.912523","B+","182","Felipe C Cunha","2"
"Bragança Paulista","SP","BR","ViniciusSouzaMelo@jourrapide.com","(11) 5387-9795","8/27/1956","949.441.776-31","1b84978e-43f3-45da-8b80-8778b24245e5","-22.843141","-46.492037","O+","183","Vinícius S Melo","2"
"Recife","PE","BR","MelissaCorreiaCunha@cuvox.de","(81) 3020-4851","1/22/1935","613.891.250-09","3db205db-085c-42a3-9511-274cba4cf561","-8.035831","-34.99327","A+","184","Melissa C Cunha","1"
"Mauá","SP","BR","JulietaCunhaMartins@einrot.com","(11) 9074-9947","4/13/1961","709.541.891-83","698ec5e8-8623-4242-ac29-a2815330dd38","-23.675845","-46.440141","B+","185","Julieta C Martins","1"
"Sorocaba","SP","BR","NicolasRibeiroBarros@jourrapide.com","(15) 8748-3848","5/28/1947","144.365.171-01","10e1d6fa-91f0-4610-8e8f-e9b841c2f5b3","-23.474626","-47.468662","O+","186","Nicolas R Barros","2"
"Passos","MG","BR","KauanBarrosDias@gustr.com","(35) 6669-5659","4/23/1946","767.553.367-42","54825575-da7b-452d-988a-bb4136e49b9f","-20.800691","-46.720059","B+","187","Kauan B Dias","2"
"Curitiba","PR","BR","CarlosMartinsFerreira@cuvox.de","(41) 7090-4848","10/24/1977","289.030.165-64","89f9c149-9cdf-4f3b-b5d9-7a7f15f08dc7","-25.576697","-49.304429","A+","188","Carlos M Ferreira","2"
"Valparaíso de Goiás","GO","BR","AnaOliveiraAraujo@armyspy.com","(61) 5967-8749","12/25/1976","295.119.055-70","fd58a455-f75a-4b4f-952e-fcf4245b3e6d","-16.026123","-47.947616","A+","189","Ana O Araujo","1"
"Guaratinguetá","SP","BR","SarahSilvaAraujo@fleckens.hu","(12) 6779-5271","8/6/1935","685.756.452-34","4caeaa70-a829-469f-800e-174765294f83","-22.827558","-45.145322","O+","190","Sarah S Araujo","1"
"Fortaleza","CE","BR","MelissaPereiraCardoso@teleworm.us","(85) 6754-3360","11/18/1978","224.984.716-93","bbd1a0cd-5090-4ab2-bb63-082db5199da4","-3.710346","-38.613189","O+","191","Melissa P Cardoso","1"
"Recife","PE","BR","CamilaBarrosCosta@superrito.com","(81) 5482-7483","4/14/1965","367.142.749-39","5be54119-5a97-4921-82b0-a94e81250825","-7.924946","-34.870236","B+","192","Camila B Costa","1"
"Santa Rita","PB","BR","JoseSilvaAlmeida@dayrep.com","(83) 9899-4058","1/25/1990","311.427.311-46","30bb37e6-31bc-4b77-86e4-6a2e605cd1c0","-7.125795","-34.92387","B-","193","José S Almeida","2"
"Goiânia","GO","BR","BrendaRochaMelo@einrot.com","(62) 2095-4305","5/8/1966","192.049.819-20","1c627230-2210-4db6-ad76-0ee1632fbea5","-16.672685","-49.331523","B+","194","Brenda R Melo","1"
"Lages","SC","BR","KaiSousaRibeiro@gustr.com","(49) 9841-8716","11/2/1987","489.464.896-26","4cc84eaf-6336-4775-9f67-e0875f77b548","-27.952375","-50.409862","B+","195","Kai S Ribeiro","2"
"Rio de Janeiro","RJ","BR","VitorLimaAzevedo@superrito.com","(21) 9164-6266","7/7/1997","710.137.024-17","cc5960bd-8955-4871-9cd9-e97a895b4d2e","-22.832151","-43.427311","B+","196","Vitór L Azevedo","2"
"Lins","SP","BR","AlexRibeiroSilva@fleckens.hu","(19) 5986-9944","9/30/1986","316.232.807-10","d452ccac-45da-4536-8099-3664a9401515","-21.761045","-49.710497","A-","197","Alex R Silva","2"
"Uberaba","MG","BR","PauloGomesMartins@dayrep.com","(34) 5548-9752","8/8/1935","224.860.697-47","228309c7-7f6c-45a9-acbd-91456779df9b","-19.611028","-47.942078","O+","198","Paulo G Martins","2"
"Lençóis Paulista","SP","BR","CaioCastroBarros@gustr.com","(14) 7744-7814","12/30/1948","297.084.789-20","d75d3244-659c-4781-a92a-805fb2fe9648","-22.574624","-48.863403","O+","199","Caio C Barros","2"
"São Paulo","SP","BR","SarahCunhaFerreira@fleckens.hu","(11) 9927-9125","2/19/1969","683.682.469-03","f5e863b9-156a-4449-af09-b496e1b6239c","-23.546657","-46.536762","B+","200","Sarah C Ferreira","1"
"São Paulo","SP","BR","MarcosSantosOliveira@jourrapide.com","(11) 8940-3809","8/19/1997","632.053.698-58","0e3773ec-7fe4-42a0-bd1b-5f54a59a5b08","-23.678836","-46.69199","O+","201","Marcos S Oliveira","2"
"Goiânia","GO","BR","BrenoGoncalvesCunha@dayrep.com","(62) 9912-4118","5/7/1953","420.795.554-21","71c3ee95-db31-4250-baa7-5af572a45833","-16.698481","-49.320487","A+","202","Breno G Cunha","2"
"Boa Vista","RR","BR","FabioSilvaPereira@teleworm.us","(95) 2622-6352","11/25/1948","973.805.956-95","39f2f142-3995-4215-bfac-85fc99acc263","3.20478","-60.632888","B+","203","Fábio S Pereira","2"
"Campinas","SP","BR","MateusRochaRodrigues@dayrep.com","(19) 4991-7915","4/9/1949","992.186.164-63","fa581a41-2310-440f-912d-cf884650f486","-22.826144","-47.101629","O-","204","Mateus R Rodrigues","2"
"Campo Largo","PR","BR","MelissaBarbosaMelo@einrot.com","(41) 2145-5062","1/8/1973","225.208.131-72","580e780c-9476-4317-9cb7-cb3f25c427ab","-25.272357","-49.687047","O-","205","Melissa B Melo","1"
"Feira de Santana","BA","BR","EduardoCavalcantiAraujo@einrot.com","(75) 5654-4648","12/13/1981","331.531.647-38","cba8b2be-f9e8-44c6-a56d-2877119b690b","-12.20502","-39.095374","O+","206","Eduardo C Araujo","2"
"São José dos Campos","SP","BR","ClaraAlmeidaAzevedo@jourrapide.com","(12) 3505-5616","3/26/1983","740.676.394-81","f4a95b40-91ac-4b00-a8f4-b8f3c3565ea5","-23.136352","-45.862797","B+","207","Clara A Azevedo","1"
"Brasília","DF","BR","KauaPereiraPinto@rhyta.com","(61) 5206-7760","1/20/1979","178.704.192-14","36b5a8bd-60f1-4b20-b040-e54b7247dd2e","-15.862541","-47.594965","O+","208","Kauã P Pinto","2"
"São Bernardo do Campo","SP","BR","IsabelleFernandesCastro@superrito.com","(11) 9757-9074","1/20/1984","793.284.732-09","81ee1f84-27b5-4a5b-8ae0-b6e84a29cbfd","-23.85715","-46.504145","A+","209","Isabelle F Castro","1"
"Caruaru","PE","BR","EnzoCunhaSilva@einrot.com","(81) 9619-7116","12/3/1990","952.883.161-39","03d0a079-fd39-4a38-b2e5-5391bf280e20","-8.20075","-36.021687","O+","210","Enzo C Silva","2"
"Goiânia","GO","BR","AnnaSousaCorreia@fleckens.hu","(62) 6328-9468","8/14/1978","405.124.578-08","452decec-603d-4da3-8d08-47268a86eedb","-16.707745","-49.30563","O+","211","Anna S Correia","1"
"Juazeiro do Norte","CE","BR","LuizaFernandesCavalcanti@einrot.com","(88) 9358-2230","9/6/1941","399.858.708-08","8076b473-725a-4d85-971b-e0b3b9349cf1","-7.168277","-39.345174","A+","212","Luiza F Cavalcanti","1"
"São Paulo","SP","BR","CamilaAzevedoSilva@fleckens.hu","(11) 2300-2852","1/14/1968","281.044.585-07","949d013c-6d30-4a82-8623-97f95f7b393e","-23.645209","-46.5562","O+","213","Camila A Silva","1"
"Camaragibe","PE","BR","LuisBarbosaCardoso@superrito.com","(81) 7585-5400","10/26/1972","869.051.255-12","a53bde6b-17d7-4fcb-bb7e-0ae025b943e0","-7.896324","-35.021023","O+","214","Luís B Cardoso","2"
"Campo Grande","MS","BR","GiovannaGoncalvesPinto@jourrapide.com","(67) 2396-7327","6/25/1961","134.279.210-69","b884b41a-75de-434c-ad6a-4f355dc335cf","-20.904023","-54.13374","B+","215","Giovanna G Pinto","1"
"Teresina","PI","BR","AnaMartinsRocha@dayrep.com","(86) 9363-8485","6/20/1964","750.071.345-20","789cd501-1ef8-46eb-a155-ca32b796f587","-5.369994","-42.911258","O+","216","Ana M Rocha","1"
"Planaltina de Goiás","GO","BR","KauaCastroPinto@rhyta.com","(61) 6355-2049","11/18/1993","836.826.139-27","886718db-e11c-44fa-9ab7-074c257d19be","-15.453235","-47.557812","O+","217","Kaua C Pinto","2"
"Salvador","BA","BR","LarissaAlvesCarvalho@teleworm.us","(71) 7707-5131","2/13/1979","928.818.553-42","e7a409e7-2218-457a-b2b6-eb322e3d63d0","-12.856697","-38.535977","O+","218","Larissa A Carvalho","1"
"São Paulo","SP","BR","TomasBarbosaGomes@rhyta.com","(11) 3851-3377","4/18/1989","714.689.190-91","02ffa2d0-7e8a-450d-9d3e-f4b1cee547e8","-23.725354","-46.553299","B+","219","Tomás B Gomes","2"
"Jacareí","SP","BR","JoaoOliveiraCardoso@armyspy.com","(12) 4097-7323","11/25/2000","386.840.719-72","61ba8a2e-3124-4878-8805-f8f50ad3eda8","-23.229468","-45.926772","B+","220","Joao O Cardoso","2"
"Ipatinga","MG","BR","CauaSantosCavalcanti@einrot.com","(31) 5006-4046","6/18/1941","204.882.909-02","be40d81a-08bf-4831-affa-c41e249662a7","-19.417215","-42.650035","A+","221","Cauã S Cavalcanti","2"
"Guarulhos","SP","BR","MatheusSilvaCosta@rhyta.com","(11) 9034-8672","4/28/1953","327.723.408-80","1ade2311-7785-4d35-bd69-bd7551031f42","-23.332763","-46.390154","B+","222","Matheus S Costa","2"
"Rio Claro","SP","BR","IgorAraujoOliveira@cuvox.de","(19) 8773-4783","5/1/1989","497.791.389-27","c84d9153-dcae-4ab1-9fbe-cf3d640ed848","-22.391656","-47.694183","B+","223","Igor A Oliveira","2"
"Rondonópolis","MT","BR","BrendaSantosFernandes@dayrep.com","(66) 2654-9440","1/22/1988","628.713.716-95","646c083b-6bd3-476c-84ff-22fdd2ca841d","-16.432468","-54.680622","A+","224","Brenda S Fernandes","1"
"Recife","PE","BR","JulioPintoRodrigues@fleckens.hu","(81) 6967-4791","7/24/1960","564.694.288-86","b6c8c94a-8732-4527-bf20-1526245dc2f5","-7.953784","-35.013129","A+","225","Júlio P Rodrigues","2"
